140-A-bug-13617983-13618000,1,23,10,0,0,52,23,2,2,manual,NOREPAIR,37.103,,,,autogen,NOREPAIR,243.011,,,
141-B-bug-10646503-10646512,1,23,10,1,1,153,122,4,3,manual,VERIFICATIONFAILED,6.719,,,,autogen,VERIFICATIONFAILED,13.276,,,
141-B-bug-12854738-12854834,1,36,10,0,0,286,218,3,0,manual,REPAIR,5.950,141,148,148,autogen,REPAIR,199.205,143,148,148
141-B-bug-12854753-12854834,1,27,10,0,0,293,292,2,2,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
141-B-bug-12854822-12854834,1,17,10,0,0,264,232,5,4,manual,REPAIR,19.713,143,148,148,autogen,REPAIR,105.549,141,148,148
142-B-bug-1041991-1042009,1,19,10,2,1,159,155,7,5,manual,NOREPAIR,15.757,,,,autogen,NOREPAIR,122.302,,,
142-B-bug-1042002-1042009,1,38,10,4,1,157,125,21,9,manual,REPAIR,3.782,88,101,101,autogen,REPAIR,30.961,88,101,101
142-B-bug-1705195-1705323,1,29,10,4,2,159,120,15,12,manual,NOREPAIR,117.885,,,,autogen,NOREPAIR,135.358,,,
146-B-bug-1113178-1113179,1,22,10,3,2,52,44,10,2,manual,REPAIR,0.908,43,43,43,autogen,VERIFICATIONFAILED,11.957,,,
146-B-bug-1117801-1117804,1,23,10,3,1,47,24,9,9,manual,TIMEOUT,600,,,,autogen,REPAIR,320.056,43,43,43
146-B-bug-1117802-1117804,1,31,9,0,0,48,16,4,4,manual,TIMEOUT,600,,,,autogen,REPAIR,405.485,43,43,43
146-B-bug-1126989-1126997,1,21,10,2,2,47,28,9,9,manual,NOREPAIR,85.967,,,,autogen,NOREPAIR,520.600,,,
146-B-bug-1147707-1147719,1,40,8,0,0,47,40,9,3,manual,REPAIR,51.045,33,43,43,autogen,REPAIR,86.025,34,43,43
146-B-bug-11540306-11540317,1,41,9,1,0,47,13,9,8,manual,TIMEOUT,600,,,,autogen,REPAIR,527.848,40,43,43
146-B-bug-1237616-1237618,1,40,10,4,2,47,43,9,5,manual,REPAIR,515.891,43,43,43,autogen,REPAIR,135.643,43,43,43
146-B-bug-16622388-16622448,1,11,10,9,8,51,20,10,10,manual,REPAIR,0.868,42,42,42,autogen,VERIFICATIONFAILED,19.850,,,
146-B-bug-17886329-17886431,1,52,10,1,0,74,60,3,2,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
146-B-bug-17968152-17968166,1,78,10,1,0,47,41,9,3,manual,REPAIR,58.696,33,43,43,autogen,VERIFICATIONFAILED,21.843,,,
146-B-bug-2035917-2035968,1,41,10,5,2,51,43,7,4,manual,TIMEOUT,600,,,,autogen,NOREPAIR,349.970,,,
146-B-bug-3823679-3823682,1,30,10,2,0,47,33,9,5,manual,REPAIR,1.037,43,43,43,autogen,REPAIR,98.683,43,43,43
151-A-bug-17251538-17251548,1,13,10,3,2,31,15,15,15,manual,NOREPAIR,29.385,,,,autogen,NOREPAIR,193.005,,,
151-A-bug-17395141-17395169,1,11,10,0,0,54,6,2,2,manual,REPAIR,3.170,27,27,27,autogen,REPAIR,23.028,27,27,27
151-A-bug-17894582-17894687,1,49,10,8,4,31,15,9,7,manual,NOREPAIR,18.715,,,,autogen,NOREPAIR,124.173,,,
151-A-bug-17894633-17894687,1,37,10,6,2,31,15,9,9,manual,NOREPAIR,18.774,,,,autogen,NOREPAIR,117.231,,,
151-A-bug-17894679-17894708,1,17,10,0,0,42,9,4,4,manual,NOREPAIR,38.878,,,,autogen,REPAIR,19.620,6,27,27
165-B-bug-10694756-10694905,1,16,10,9,9,77,77,6,6,manual,????,1.351,,,,autogen,REPAIR,30.068,35,56,56
165-B-bug-11900403-11900412,1,16,10,10,8,76,74,6,6,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
166-E-bug-10326734-10326753,1,36,10,4,4,40,40,10,10,manual,REPAIR,0.481,36,36,36,autogen,REPAIR,18.430,36,36,36
166-E-bug-4707989-4708049,1,17,10,7,5,48,46,26,26,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
168-A-bug-11849242-11849321,1,12,10,9,9,47,39,13,13,manual,NOREPAIR,5.188,,,,autogen,NOREPAIR,63.560,,,
168-A-bug-13501212-13501266,1,25,10,2,2,84,64,2,2,manual,NOREPAIR,15.526,,,,autogen,NOREPAIR,63.015,,,
168-A-bug-13551581-13551590,1,18,10,7,7,47,47,31,31,manual,REPAIR,0.949,43,43,43,autogen,REPAIR,18.828,43,43,43
168-A-bug-13674183-13674276,1,12,10,5,5,45,35,13,13,manual,NOREPAIR,11.271,,,,autogen,NOREPAIR,57.913,,,
168-A-bug-13674234-13674276,1,11,10,9,9,46,26,13,12,manual,NOREPAIR,8.670,,,,autogen,REPAIR,22.890,0,41,41
168-A-bug-13795832-13795874,1,17,10,6,6,47,39,13,10,manual,NOREPAIR,10.357,,,,autogen,NOREPAIR,66.495,,,
168-A-bug-14134724-14134733,1,20,10,5,3,47,24,24,1,manual,NOREPAIR,23.551,,,,autogen,NOREPAIR,147.230,,,
168-A-bug-14205729-14205756,1,11,10,9,8,47,37,13,9,manual,NOREPAIR,4.005,,,,autogen,NOREPAIR,55.125,,,
168-A-bug-14205741-14205756,1,30,10,0,0,50,48,3,3,manual,NOREPAIR,7.262,,,,autogen,NOREPAIR,58.186,,,
168-A-bug-14356496-14356592,1,16,10,7,7,46,20,13,5,manual,NOREPAIR,12.746,,,,autogen,NOREPAIR,65.514,,,
168-A-bug-14356546-14356571,1,12,10,9,8,46,31,15,5,manual,NOREPAIR,7.296,,,,autogen,NOREPAIR,72.538,,,
168-A-bug-15592675-15592693,1,15,10,9,9,47,30,13,4,manual,NOREPAIR,7.803,,,,autogen,NOREPAIR,69.115,,,
168-A-bug-16455797-16455811,1,10,10,10,10,46,46,46,46,manual,NOREPAIR,8.407,,,,autogen,NOREPAIR,75.023,,,
168-A-bug-16670410-16670443,1,13,10,9,8,47,18,13,12,manual,NOREPAIR,10.826,,,,autogen,NOREPAIR,99.245,,,
168-A-bug-17083755-17083776,1,19,10,11,7,47,41,13,7,manual,????,0.073,,,,autogen,????,0.262,,,
168-A-bug-9305925-9305966,1,24,10,2,2,84,76,2,2,manual,NOREPAIR,9.334,,,,autogen,NOREPAIR,50.206,,,
17-A-bug-12616724-12616752,1,21,10,1,1,49,21,8,2,manual,REPAIR,53.422,19,35,35,autogen,REPAIR,24.567,16,35,35
17-A-bug-13897450-13897498,1,20,10,5,5,67,30,4,4,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
17-A-bug-15278247-15278302,1,11,10,8,7,67,64,2,2,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
17-A-bug-6612498-6612508,1,346,10,0,0,42,13,4,3,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
17-A-bug-8358953-8359086,1,13,10,8,8,67,64,2,2,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
17-A-bug-9594458-9594472,1,97,10,0,0,43,37,5,5,manual,????,0.243,,,,autogen,????,2.283,,,
171-A-bug-15452830-15452852,1,26,10,5,5,48,44,2,0,manual,NOREPAIR,96.018,,,,autogen,TIMEOUT,600,,,
171-A-bug-17173445-17173460,1,10,10,10,10,45,45,45,45,manual,NOREPAIR,61.440,,,,autogen,NOREPAIR,391.118,,,
171-B-bug-1458594-1458980,1,10,10,10,10,41,40,40,40,manual,NOREPAIR,1.594,,,,autogen,NOREPAIR,22.085,,,
171-B-bug-1463121-1463124,1,19,10,6,6,49,45,9,5,manual,NOREPAIR,1.636,,,,autogen,NOREPAIR,21.990,,,
171-B-bug-14762016-14762649,1,18,10,6,6,44,14,38,8,manual,NOREPAIR,328.751,,,,autogen,NOREPAIR,175.656,,,
171-B-bug-1903679-1903682,1,10,10,10,10,42,42,42,42,manual,NOREPAIR,2.461,,,,autogen,NOREPAIR,28.526,,,
171-B-bug-1996186-1996190,1,10,10,10,10,42,39,39,39,manual,NOREPAIR,1.554,,,,autogen,NOREPAIR,21.432,,,
171-B-bug-1996188-1996190,1,10,10,10,10,42,41,41,41,manual,NOREPAIR,1.730,,,,autogen,NOREPAIR,22.666,,,
171-D-bug-15495798-15495818,1,166,10,0,0,9,7,2,2,manual,NOREPAIR,2.283,,,,autogen,NOREPAIR,14.737,,,
171-D-bug-15508628-15508642,1,1282,10,1,1,9,9,2,2,manual,NOREPAIR,28.168,,,,autogen,NOREPAIR,51.520,,,
171-D-bug-5093365-5093369,1,1511,10,3,3,9,9,2,2,manual,NOREPAIR,0.610,,,,autogen,NOREPAIR,6.378,,,
171-D-bug-6192796-6192802,1,303,10,3,3,6,5,2,2,manual,NOREPAIR,29.591,,,,autogen,NOREPAIR,112.193,,,
171-F-bug-5237750-5237782,1,10,10,7,7,51,44,30,24,manual,VERIFICATIONFAILED,102.741,,,,autogen,VERIFICATIONFAILED,36.241,,,
171-F-bug-5237777-5237782,1,13,10,7,6,51,29,30,8,manual,VERIFICATIONFAILED,102.498,,,,autogen,VERIFICATIONFAILED,36.793,,,
172-B-bug-1470030-1470076,1,10,10,9,8,66,24,36,19,manual,NOREPAIR,13.666,,,,autogen,????,0.441,,,
172-B-bug-2096087-2096089,1,18,10,5,3,60,59,6,6,manual,REPAIR,2.076,56,56,56,autogen,????,7.800,,,
172-B-bug-5785935-5785981,1,16,10,13,8,66,56,6,2,manual,NOREPAIR,66.716,,,,autogen,NOREPAIR,69.917,,,
177-B1-bug-13511622-13511662,1,19,10,5,4,34,32,7,7,manual,REPAIR,155.633,26,26,26,autogen,REPAIR,60.743,26,26,26
177-B1-bug-3817879-3817882,1,10,10,9,9,34,34,7,7,manual,REPAIR,53.181,24,26,26,autogen,NOREPAIR,500.454,,,
177-B2-bug-1597105-1597275,1,36,10,0,0,83,69,3,2,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
18-B-bug-15989356-15989429,1,24,10,6,0,45,22,12,3,manual,NOREPAIR,148.556,,,,autogen,NOREPAIR,265.021,,,
185-A-bug-1914012-1914022,1,17,10,5,5,52,37,21,19,manual,NOREPAIR,345.019,,,,autogen,NOREPAIR,317.404,,,
189-A-bug-17294544-17294560,1,14,10,7,7,65,18,12,9,manual,TIMEOUT,600,,,,autogen,VERIFICATIONFAILED,5.752,,,
189-A-bug-18155547-18155577,1,11,10,8,8,63,43,43,43,manual,REPAIR,110.381,36,58,58,autogen,????,0.768,,,
189-B-bug-1682083-1682218,1,20,10,10,6,31,29,22,22,manual,TIMEOUT,600,,,,autogen,NOREPAIR,537.301,,,
189-B-bug-17295034-17295064,1,10,10,9,9,30,21,21,21,manual,TIMEOUT,600,,,,autogen,VERIFICATIONFAILED,9.199,,,
189-B-bug-1813700-1813718,1,15,10,14,9,27,16,13,11,manual,NOREPAIR,12.364,,,,autogen,NOREPAIR,65.876,,,
189-B-bug-18252831-18252846,1,10,10,8,8,30,16,9,5,manual,NOREPAIR,1.711,,,,autogen,NOREPAIR,19.415,,,
194-A-bug-13226735-13226747,1,15,10,8,8,44,30,19,5,manual,NOREPAIR,7.495,,,,autogen,NOREPAIR,60.091,,,
194-A-bug-15491486-15491518,1,69,10,2,0,43,35,14,14,manual,NOREPAIR,13.171,,,,autogen,NOREPAIR,49.484,,,
194-A-bug-7939649-7939655,1,10,10,8,8,44,30,19,5,manual,NOREPAIR,2.031,,,,autogen,NOREPAIR,36.361,,,
198-A-bug-9617580-9617604,1,30,10,0,0,125,74,20,2,manual,NOREPAIR,403.502,,,,autogen,NOREPAIR,304.708,,,
198-A-bug-9623083-9623097,1,17,10,1,1,125,92,20,4,manual,NOREPAIR,116.541,,,,autogen,NOREPAIR,409.559,,,
198-A-bug-9624645-9624725,1,36,10,4,0,189,141,13,10,manual,NOREPAIR,49.541,,,,autogen,NOREPAIR,83.835,,,
198-A-bug-9683801-9684235,1,30,10,0,0,125,109,20,4,manual,NOREPAIR,60.912,,,,autogen,NOREPAIR,390.390,,,
198-A-bug-9705111-9705146,1,20,10,1,1,125,95,26,7,manual,NOREPAIR,153.072,,,,autogen,NOREPAIR,483.709,,,
201-A-bug-15335569-15335588,1,12,10,7,7,109,103,2,2,manual,NOREPAIR,293.361,,,,autogen,NOREPAIR,323.698,,,
201-A-bug-1881498-1881520,1,287,10,1,0,107,107,2,2,manual,NOREPAIR,166.130,,,,autogen,NOREPAIR,77.684,,,
201-A-bug-1881517-1881520,1,45,10,7,2,104,77,22,7,manual,NOREPAIR,316.346,,,,autogen,NOREPAIR,113.626,,,
202-C-bug-1847611-1847612,1,970,10,3,3,107,107,2,2,manual,REPAIR,0.355,100,100,100,autogen,REPAIR,8.624,100,100,100
203-A-bug-16588171-16589375,1,19,10,0,0,95,56,3,3,manual,REPAIR,54.162,41,51,51,autogen,REPAIR,119.139,47,51,51
203-A-bug-8218947-8218974,1,18,10,4,2,54,28,16,14,manual,REPAIR,159.024,40,51,51,autogen,REPAIR,234.276,40,51,51
204-A-bug-10222131-10222140,1,12,10,9,7,69,47,31,27,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
204-A-bug-1996403-1996411,1,19,10,9,3,76,68,3,2,manual,REPAIR,53.188,62,62,62,autogen,REPAIR,22.824,62,62,62
204-A-bug-2022696-2022698,1,32,10,4,2,72,57,10,7,manual,????,1.105,,,,autogen,TIMEOUT,600,,,
214-A-bug-15257318-15257535,1,911,10,10,6,66,32,2,2,manual,REPAIR,473.078,53,54,54,autogen,REPAIR,21.617,26,54,54
214-A-bug-15386379-15386411,1,84,10,1,1,66,41,2,2,manual,TIMEOUT,600,,,,autogen,REPAIR,321.918,54,54,54
214-A-bug-16587662-16587713,1,115,10,2,0,58,51,4,3,manual,REPAIR,2.022,27,54,54,autogen,NOREPAIR,174.379,,,
214-A-bug-17293419-17293448,1,344,10,1,1,66,58,2,2,manual,NOREPAIR,115.964,,,,autogen,NOREPAIR,388.196,,,
214-A-bug-18162404-18162485,1,79,10,0,0,65,62,2,2,manual,REPAIR,356.707,53,53,53,autogen,REPAIR,71.327,53,53,53
216-A-bug-12677176-12677205,1,10,10,10,10,41,40,40,40,manual,NOREPAIR,1.535,,,,autogen,NOREPAIR,21.552,,,
216-A-bug-5868432-5868621,1,10,10,10,10,43,31,31,31,manual,NOREPAIR,2.391,,,,autogen,NOREPAIR,28.060,,,
216-A-bug-6609343-6609404,1,10,10,10,10,43,25,25,25,manual,NOREPAIR,2.451,,,,autogen,NOREPAIR,28.009,,,
216-A-bug-9345653-9345865,1,10,10,10,10,42,40,40,40,manual,NOREPAIR,1.648,,,,autogen,NOREPAIR,22.284,,,
216-A-bug-9373680-9373783,1,10,10,10,10,42,40,40,40,manual,NOREPAIR,2.419,,,,autogen,NOREPAIR,27.528,,,
216-A-bug-9373751-9373783,1,10,10,10,10,43,31,31,31,manual,NOREPAIR,1.606,,,,autogen,NOREPAIR,22.177,,,
216-A-bug-9879672-9880150,1,10,10,10,10,41,40,40,40,manual,NOREPAIR,1.548,,,,autogen,NOREPAIR,22.291,,,
216-A-bug-9879712-9880150,1,10,10,10,10,42,31,31,31,manual,NOREPAIR,1.623,,,,autogen,NOREPAIR,23.211,,,
216-A-bug-9879753-9880150,1,10,10,10,10,41,39,39,39,manual,NOREPAIR,1.598,,,,autogen,NOREPAIR,22.365,,,
216-A-bug-9880086-9880150,1,10,10,10,10,43,31,31,31,manual,NOREPAIR,1.542,,,,autogen,NOREPAIR,21.339,,,
219-B-bug-2174606-2174633,1,10,10,9,9,105,92,86,86,manual,NOREPAIR,32.806,,,,autogen,NOREPAIR,226.863,,,
219-B-bug-2379876-2379955,1,15,10,4,4,195,194,5,4,manual,TIMEOUT,600,,,,autogen,REPAIR,323.668,102,102,102
221-B-bug-3805733-3805812,1,141,10,2,2,42,38,7,3,manual,REPAIR,89.199,15,39,39,autogen,TIMEOUT,600,,,
221-B-bug-3805744-3805812,1,277,10,3,1,43,40,5,2,manual,REPAIR,1.681,28,39,39,autogen,TIMEOUT,600,,,
224-A-bug-17312870-17312897,1,12,10,9,7,30,19,28,19,manual,NOREPAIR,7.954,,,,autogen,NOREPAIR,53.599,,,
224-A-bug-17924263-17924268,1,17,10,5,4,38,37,3,2,manual,NOREPAIR,11.015,,,,autogen,NOREPAIR,81.151,,,
226-A-bug-2300522-2300539,1,39,10,8,8,125,125,32,32,manual,NOREPAIR,121.796,,,,autogen,NOREPAIR,128.871,,,
228-A-bug-17177587-17196475,1,23,10,0,0,41,24,7,6,manual,REPAIR,0.528,17,34,34,autogen,NOREPAIR,550.364,,,
228-A-bug-17396874-17396905,1,16,10,2,1,37,12,26,2,manual,REPAIR,57.161,23,34,34,autogen,TIMEOUT,600,,,
228-A-bug-18047603-18047609,1,25,10,2,2,39,22,7,4,manual,REPAIR,0.999,23,34,34,autogen,REPAIR,149.584,14,34,34
228-A-bug-18063728-18063771,1,34,10,1,0,37,16,13,10,manual,REPAIR,1.786,23,34,34,autogen,NOREPAIR,181.119,,,
233-B-bug-2440068-2440084,1,364,10,22,2,52,36,18,2,manual,TIMEOUT,600,,,,autogen,NOREPAIR,499.139,,,
233-B-bug-4947545-4947552,1,538,10,21,5,51,21,32,2,manual,NOREPAIR,40.949,,,,autogen,NOREPAIR,120.778,,,
235-A-bug-13074317-13074342,1,61,10,7,1,92,72,17,2,manual,REPAIR,256.482,72,87,87,autogen,NOREPAIR,330.966,,,
236-B-bug-9431370-9431400,1,34,10,4,2,148,141,8,1,manual,TIMEOUT,600,,,,autogen,VERIFICATIONFAILED,15.336,,,
237-C-bug-10245549-10245587,1,11,10,5,5,60,21,12,10,manual,VERIFICATIONFAILED,102.526,,,,autogen,VERIFICATIONFAILED,34.062,,,
244-B-bug-5291533-5291541,1,4342,7,6,0,51,47,2,2,manual,NOREPAIR,215.752,,,,autogen,NOREPAIR,534.106,,,
258-B-bug-2810543-2810936,1,15,10,8,8,33,31,31,31,manual,VERIFICATIONFAILED,6.432,,,,autogen,VERIFICATIONFAILED,8.665,,,
26-A-bug-17016643-17016759,1,16,10,7,7,34,34,14,14,manual,TIMEOUT,600,,,,autogen,TIMEOUT,600,,,
261-C-bug-2956488-2956502,1,283,10,12,1,50,50,3,3,manual,????,0.472,,,,autogen,REPAIR,109.985,15,45,45
268-B-bug-18098312-18098395,1,17,10,6,6,27,19,22,14,manual,NOREPAIR,313.082,,,,autogen,NOREPAIR,98.537,,,
271-A-bug-17597303-17597361,1,26,10,4,4,33,33,6,6,manual,REPAIR,1.702,26,26,26,autogen,NOREPAIR,437.082,,,
271-A-bug-17597337-17597361,1,21,10,5,5,33,33,6,6,manual,REPAIR,1.769,25,25,25,autogen,NOREPAIR,435.634,,,
271-A-bug-17876739-17876766,1,47,10,7,7,29,23,7,5,manual,NOREPAIR,34.590,,,,autogen,????,0.890,,,
271-A-bug-17879735-17879832,1,24,10,7,7,34,22,6,5,manual,REPAIR,0.994,27,27,27,autogen,REPAIR,18.784,27,27,27
271-A-bug-17990046-17990110,1,29,10,5,5,33,33,6,6,manual,????,0.432,,,,autogen,TIMEOUT,600,,,
271-A-bug-18031969-18031990,1,13,10,7,7,33,33,6,6,manual,REPAIR,1.513,26,26,26,autogen,NOREPAIR,347.553,,,
271-A-bug-18045921-18045927,1,49,10,2,2,29,25,7,7,manual,????,0.280,,,,autogen,REPAIR,252.245,24,25,25
271-A-bug-18046060-18046072,1,31,10,6,6,33,33,6,6,manual,????,0.849,,,,autogen,REPAIR,43.390,26,26,26
271-A-bug-18178942-18178961,1,13,10,7,7,34,32,6,4,manual,REPAIR,0.639,27,27,27,autogen,REPAIR,17.702,27,27,27
271-A-bug-18245137-18245167,1,23,10,4,4,44,44,2,2,manual,????,1.160,,,,autogen,NOREPAIR,218.522,,,
271-A-bug-18358749-18358771,1,51,10,6,6,33,33,6,6,manual,REPAIR,1.202,26,26,26,autogen,????,1.170,,,
